cls,field,col2
Collections,EMPTY_MAP,Map<>
Collections,EMPTY_SET,Set<>
IndexDb,ROW_MAPPER_TEACHER,RowMapper<Teacher>
IndexDb,ROW_MAPPER,RowMapper<Student>
IndexDb,jdbcTemplate,JdbcTemplate
SQLException,serialVersionUID,long
MediaType,APPLICATION_JSON_VALUE,String
MediaType,APPLICATION_XML_VALUE,String
MediaType,SPECIFICITY_COMPARATOR,Comparator<MediaType>
MediaType,QUALITY_VALUE_COMPARATOR,Comparator<MediaType>
MediaType,TEXT_XML_VALUE,String
MediaType,TEXT_XML,MediaType
MediaType,TEXT_PLAIN_VALUE,String
MediaType,TEXT_PLAIN,MediaType
MediaType,TEXT_MARKDOWN_VALUE,String
MediaType,TEXT_MARKDOWN,MediaType
MediaType,TEXT_HTML_VALUE,String
MediaType,TEXT_HTML,MediaType
MediaType,TEXT_EVENT_STREAM_VALUE,String
MediaType,TEXT_EVENT_STREAM,MediaType
MediaType,MULTIPART_RELATED_VALUE,String
MediaType,MULTIPART_RELATED,MediaType
MediaType,MULTIPART_MIXED_VALUE,String
MediaType,MULTIPART_MIXED,MediaType
MediaType,MULTIPART_FORM_DATA_VALUE,String
MediaType,MULTIPART_FORM_DATA,MediaType
MediaType,IMAGE_PNG_VALUE,String
MediaType,IMAGE_PNG,MediaType
MediaType,IMAGE_JPEG_VALUE,String
MediaType,IMAGE_JPEG,MediaType
MediaType,IMAGE_GIF_VALUE,String
MediaType,IMAGE_GIF,MediaType
MediaType,APPLICATION_XML,MediaType
MediaType,APPLICATION_XHTML_XML_VALUE,String
MediaType,APPLICATION_XHTML_XML,MediaType
MediaType,APPLICATION_STREAM_JSON_VALUE,String
MediaType,APPLICATION_STREAM_JSON,MediaType
MediaType,APPLICATION_NDJSON_VALUE,String
MediaType,APPLICATION_NDJSON,MediaType
MediaType,APPLICATION_RSS_XML_VALUE,String
MediaType,APPLICATION_RSS_XML,MediaType
MediaType,APPLICATION_PROBLEM_XML_VALUE,String
MediaType,APPLICATION_PROBLEM_XML,MediaType
MediaType,APPLICATION_PROBLEM_JSON_UTF8_VALUE,String
MediaType,APPLICATION_PROBLEM_JSON_UTF8,MediaType
MediaType,APPLICATION_PROBLEM_JSON_VALUE,String
MediaType,APPLICATION_PROBLEM_JSON,MediaType
MediaType,APPLICATION_PDF_VALUE,String
MediaType,APPLICATION_PDF,MediaType
MediaType,APPLICATION_OCTET_STREAM_VALUE,String
MediaType,APPLICATION_OCTET_STREAM,MediaType
MediaType,APPLICATION_JSON_UTF8_VALUE,String
MediaType,APPLICATION_JSON_UTF8,MediaType
MediaType,APPLICATION_JSON,MediaType
MediaType,APPLICATION_FORM_URLENCODED_VALUE,String
MediaType,APPLICATION_FORM_URLENCODED,MediaType
MediaType,APPLICATION_CBOR_VALUE,String
MediaType,APPLICATION_CBOR,MediaType
MediaType,APPLICATION_ATOM_XML_VALUE,String
MediaType,APPLICATION_ATOM_XML,MediaType
MediaType,ALL_VALUE,String
MediaType,ALL,MediaType
MediaType,WILDCARD_TYPE,String
TestClass,value,String
TestClass,key,String
TestClassMutiPart,file,MultipartFile
TestClassMutiPart,value,String
TestClassMutiPart,key,String
TestClass,value,String
TestClass,key,String
DefaultJSONParser,lastBeanContext,BeanContext
DefaultJSONParser,fieldTypeResolver,FieldTypeResolver
DefaultJSONParser,resolveStatus,int
DefaultJSONParser,TypeNameRedirect,int
DefaultJSONParser,NeedToResolve,int
DefaultJSONParser,NONE,int
DefaultJSONParser,context,ParseContext
DefaultJSONParser,lexer,JSONLexer
DefaultJSONParser,config,ParserConfig
DefaultJSONParser,symbolTable,SymbolTable
DefaultJSONParser,input,Object
SerializeConfig,propertyNamingStrategy,PropertyNamingStrategy
SerializeConfig,typeKey,String
SerializeConfig,globalInstance,SerializeConfig
ParserConfig,compatibleWithJavaBean,boolean
ParserConfig,fieldBase,boolean
ParserConfig,asmFactory,ASMDeserializerFactory
ParserConfig,defaultClassLoader,ClassLoader
ParserConfig,propertyNamingStrategy,PropertyNamingStrategy
ParserConfig,symbolTable,SymbolTable
ParserConfig,global,ParserConfig
ParserConfig,AUTO_SUPPORT,boolean
ParserConfig,DENYS,String[]
ParserConfig,AUTOTYPE_SUPPORT_PROPERTY,String
ParserConfig,AUTOTYPE_ACCEPT,String
ParserConfig,DENY_PROPERTY,String
SerializerFeature,WRITE_MAP_NULL_FEATURES,int
SerializerFeature,EMPTY,SerializerFeature[]
SerializerFeature,mask,int
SerializerFeature,MapSortField,SerializerFeature
SerializerFeature,WriteBigDecimalAsPlain,SerializerFeature
SerializerFeature,IgnoreErrorGetter,SerializerFeature
SerializerFeature,WriteNonStringValueAsString,SerializerFeature
SerializerFeature,IgnoreNonFieldGetter,SerializerFeature
SerializerFeature,BrowserSecure,SerializerFeature
SerializerFeature,NotWriteDefaultValue,SerializerFeature
SerializerFeature,WriteNonStringKeyAsString,SerializerFeature
SerializerFeature,BeanToArray,SerializerFeature
SerializerFeature,DisableCheckSpecialChar,SerializerFeature
SerializerFeature,NotWriteRootClassName,SerializerFeature
SerializerFeature,WriteDateUseDateFormat,SerializerFeature
SerializerFeature,BrowserCompatible,SerializerFeature
SerializerFeature,WriteSlashAsSpecial,SerializerFeature
SerializerFeature,DisableCircularReferenceDetect,SerializerFeature
SerializerFeature,WriteClassName,SerializerFeature
SerializerFeature,PrettyFormat,SerializerFeature
SerializerFeature,WriteTabAsSpecial,SerializerFeature
SerializerFeature,SortField,SerializerFeature
SerializerFeature,SkipTransientField,SerializerFeature
SerializerFeature,WriteNullBooleanAsFalse,SerializerFeature
SerializerFeature,WriteNullNumberAsZero,SerializerFeature
SerializerFeature,WriteNullStringAsEmpty,SerializerFeature
SerializerFeature,WriteNullListAsEmpty,SerializerFeature
SerializerFeature,UseISO8601DateFormat,SerializerFeature
SerializerFeature,WriteEnumUsingName,SerializerFeature
SerializerFeature,WriteEnumUsingToString,SerializerFeature
SerializerFeature,WriteMapNullValue,SerializerFeature
SerializerFeature,UseSingleQuotes,SerializerFeature
SerializerFeature,QuoteFieldNames,SerializerFeature
Writer,lock,Object
JSONArray,VERSION,String
JSONArray,DEFAULT_GENERATE_FEATURE,int
JSONArray,DEFAULT_PARSER_FEATURE,int
JSONArray,DEFFAULT_DATE_FORMAT,String
JSONArray,emptyFilters,SerializeFilter[]
JSONArray,DEFAULT_TYPE_KEY,String
JSONArray,defaultLocale,Locale
JSONArray,defaultTimeZone,TimeZone
JSONArray,componentType,Type
JSONArray,relatedArray,Object
Feature,mask,int
Feature,DisableFieldSmartMatch,Feature
Feature,IgnoreAutoType,Feature
Feature,SupportNonPublicField,Feature
Feature,UseObjectArray,Feature
Feature,DisableSpecialKeyDetect,Feature
Feature,OrderedField,Feature
Feature,SupportArrayToBean,Feature
Feature,InitStringFieldAsEmpty,Feature
Feature,DisableCircularReferenceDetect,Feature
Feature,DisableASM,Feature
Feature,SortFeidFastMatch,Feature
Feature,IgnoreNotMatch,Feature
Feature,UseBigDecimal,Feature
Feature,AllowArbitraryCommas,Feature
Feature,AllowISO8601DateFormat,Feature
Feature,InternFieldNames,Feature
Feature,AllowSingleQuotes,Feature
Feature,AllowUnQuotedFieldNames,Feature
Feature,AllowComment,Feature
Feature,AutoCloseSource,Feature
TypeReference,LIST_STRING,Type
TypeReference,type,Type
TypeReference,classTypeCache,"ConcurrentMap<Type,Type>"
JSONObject,VERSION,String
JSONObject,DEFAULT_GENERATE_FEATURE,int
JSONObject,DEFAULT_PARSER_FEATURE,int
JSONObject,DEFFAULT_DATE_FORMAT,String
JSONObject,emptyFilters,SerializeFilter[]
JSONObject,DEFAULT_TYPE_KEY,String
JSONObject,defaultLocale,Locale
JSONObject,defaultTimeZone,TimeZone
Locale,serialVersionUID,long
Locale,UNICODE_LOCALE_EXTENSION,char
Locale,PRIVATE_USE_EXTENSION,char
Locale,ROOT,Locale
Locale,CANADA_FRENCH,Locale
Locale,CANADA,Locale
Locale,US,Locale
Locale,UK,Locale
Locale,TAIWAN,Locale
Locale,PRC,Locale
Locale,CHINA,Locale
Locale,KOREA,Locale
Locale,JAPAN,Locale
Locale,ITALY,Locale
Locale,GERMANY,Locale
Locale,FRANCE,Locale
Locale,TRADITIONAL_CHINESE,Locale
Locale,SIMPLIFIED_CHINESE,Locale
Locale,CHINESE,Locale
Locale,KOREAN,Locale
Locale,JAPANESE,Locale
Locale,ITALIAN,Locale
Locale,GERMAN,Locale
Locale,FRENCH,Locale
Locale,ENGLISH,Locale
TimeZone,GMT_ID,String
TimeZone,NO_TIMEZONE,TimeZone
TimeZone,serialVersionUID,long
TimeZone,LONG,int
TimeZone,SHORT,int
Timestamp,serialVersionUID,long
Date,serialVersionUID,long
BigInteger,bnExpModThreshTable,int[]
BigInteger,TEN,BigInteger
BigInteger,ONE,BigInteger
BigInteger,ZERO,BigInteger
BigInteger,BURNIKEL_ZIEGLER_OFFSET,int
BigInteger,BURNIKEL_ZIEGLER_THRESHOLD,int
BigInteger,LONG_MASK,long
BigInteger,mag,int[]
BigInteger,signum,int
BigDecimal,ROUND_UNNECESSARY,int
BigDecimal,ROUND_HALF_EVEN,int
BigDecimal,ROUND_HALF_DOWN,int
BigDecimal,ROUND_HALF_UP,int
BigDecimal,ROUND_FLOOR,int
BigDecimal,ROUND_CEILING,int
BigDecimal,ROUND_DOWN,int
BigDecimal,ROUND_UP,int
BigDecimal,TEN,BigDecimal
BigDecimal,ONE,BigDecimal
BigDecimal,ZERO,BigDecimal
BigDecimal,INFLATED,long
Double,TYPE,Class<Double>
Double,BYTES,int
Double,SIZE,int
Double,MIN_EXPONENT,int
Double,MAX_EXPONENT,int
Double,MIN_VALUE,double
Double,MIN_NORMAL,double
Double,MAX_VALUE,double
Double,NaN,double
Double,NEGATIVE_INFINITY,double
Double,POSITIVE_INFINITY,double
Float,TYPE,Class<Float>
Float,BYTES,int
Float,SIZE,int
Float,MIN_EXPONENT,int
Float,MAX_EXPONENT,int
Float,MIN_VALUE,float
Float,MIN_NORMAL,float
Float,MAX_VALUE,float
Float,NaN,float
Float,NEGATIVE_INFINITY,float
Float,POSITIVE_INFINITY,float
Short,BYTES,int
Short,SIZE,int
Short,TYPE,Class<Short>
Short,MAX_VALUE,short
Short,MIN_VALUE,short
Byte,BYTES,int
Byte,SIZE,int
Byte,TYPE,Class<Byte>
Byte,MAX_VALUE,byte
Byte,MIN_VALUE,byte
Boolean,TYPE,Class<Boolean>
Boolean,FALSE,Boolean
Boolean,TRUE,Boolean
Method,securityCheckCache,Object
Method,reflectionFactory,ReflectionFactory
Method,override,boolean
PropertyNamingStrategy,KebabCase,PropertyNamingStrategy
PropertyNamingStrategy,SnakeCase,PropertyNamingStrategy
PropertyNamingStrategy,PascalCase,PropertyNamingStrategy
PropertyNamingStrategy,CamelCase,PropertyNamingStrategy
CloneNotSupportedException,serialVersionUID,long
RetentionPolicy,RUNTIME,RetentionPolicy
RetentionPolicy,CLASS,RetentionPolicy
RetentionPolicy,SOURCE,RetentionPolicy
ElementType,METHOD,ElementType
ElementType,FIELD,ElementType
ElementType,PARAMETER,ElementType
ElementType,TYPE,ElementType
ElementType,ANNOTATION_TYPE,ElementType
ElementType,CONSTRUCTOR,ElementType
ElementType,LOCAL_VARIABLE,ElementType
ElementType,PACKAGE,ElementType
ElementType,TYPE_USE,ElementType
ElementType,TYPE_PARAMETER,ElementType
ResolveTask,ownerContext,ParseContext
ResolveTask,fieldDeserializer,FieldDeserializer
ResolveTask,referenceValue,String
ResolveTask,context,ParseContext
ParseContext,type,Type
ParseContext,fieldName,Object
ParseContext,parent,ParseContext
ParseContext,object,Object
FieldDeserializer,beanContext,BeanContext
FieldDeserializer,clazz,Class<?>
FieldDeserializer,fieldInfo,FieldInfo
DateFormat,DEFAULT,int
DateFormat,SHORT,int
DateFormat,MEDIUM,int
DateFormat,LONG,int
DateFormat,FULL,int
DateFormat,TIMEZONE_FIELD,int
DateFormat,HOUR0_FIELD,int
DateFormat,HOUR1_FIELD,int
DateFormat,AM_PM_FIELD,int
DateFormat,WEEK_OF_MONTH_FIELD,int
DateFormat,WEEK_OF_YEAR_FIELD,int
DateFormat,DAY_OF_WEEK_IN_MONTH_FIELD,int
DateFormat,DAY_OF_YEAR_FIELD,int
DateFormat,DAY_OF_WEEK_FIELD,int
DateFormat,MILLISECOND_FIELD,int
DateFormat,SECOND_FIELD,int
DateFormat,MINUTE_FIELD,int
DateFormat,HOUR_OF_DAY0_FIELD,int
DateFormat,HOUR_OF_DAY1_FIELD,int
DateFormat,DATE_FIELD,int
DateFormat,MONTH_FIELD,int
DateFormat,YEAR_FIELD,int
DateFormat,ERA_FIELD,int
DateFormat,numberFormat,NumberFormat
DateFormat,calendar,Calendar
ClassLoader,classAssertionStatus,"Map<String,Boolean>"
ClassLoader,assertionLock,Object
Field,securityCheckCache,Object
Field,reflectionFactory,ReflectionFactory
Field,override,boolean
FieldInfo,format,String
FieldInfo,unwrapped,boolean
FieldInfo,jsonDirect,boolean
FieldInfo,isEnum,boolean
FieldInfo,name_chars,char[]
FieldInfo,fieldTransient,boolean
FieldInfo,fieldAccess,boolean
FieldInfo,label,String
FieldInfo,parserFeatures,int
FieldInfo,serialzeFeatures,int
FieldInfo,getOnly,boolean
FieldInfo,declaringClass,Class<?>
FieldInfo,fieldType,Type
FieldInfo,fieldClass,Class<?>
FieldInfo,field,Field
FieldInfo,method,Method
FieldInfo,name,String
JavaBeanInfo,typeName,String
JavaBeanInfo,jsonType,JSONType
JavaBeanInfo,parserFeatures,int
JavaBeanInfo,sortedFields,FieldInfo[]
JavaBeanInfo,fields,FieldInfo[]
JavaBeanInfo,defaultConstructorParameterSize,int
JavaBeanInfo,buildMethod,Method
JavaBeanInfo,factoryMethod,Method
JavaBeanInfo,creatorConstructor,Constructor<?>
JavaBeanInfo,defaultConstructor,Constructor<?>
JavaBeanInfo,builderClass,Class<?>
JavaBeanInfo,clazz,Class<?>
Properties,defaults,Properties
ASMDeserializerFactory,JSONLexerBase,String
ASMDeserializerFactory,DefaultJSONParser,String
ASMDeserializerFactory,seed,AtomicLong
ASMDeserializerFactory,classLoader,ASMClassLoader
AtomicLong,VM_SUPPORTS_LONG_CAS,boolean
ASMClassLoader,classAssertionStatus,"Map<String,Boolean>"
ASMClassLoader,assertionLock,Object
JSONSerializer,locale,Locale
JSONSerializer,timeZone,TimeZone
JSONSerializer,context,SerialContext
JSONSerializer,references,"IdentityHashMap<Object,SerialContext>"
JSONSerializer,out,SerializeWriter
JSONSerializer,config,SerializeConfig
JSONSerializer,writeDirect,boolean
JSONSerializer,contextValueFilters,List<ContextValueFilter>
JSONSerializer,labelFilters,List<LabelFilter>
JSONSerializer,propertyPreFilters,List<PropertyPreFilter>
JSONSerializer,nameFilters,List<NameFilter>
JSONSerializer,valueFilters,List<ValueFilter>
JSONSerializer,propertyFilters,List<PropertyFilter>
JSONSerializer,afterFilters,List<AfterFilter>
JSONSerializer,beforeFilters,List<BeforeFilter>
SerializeFilterable,writeDirect,boolean
SerializeFilterable,contextValueFilters,List<ContextValueFilter>
SerializeFilterable,labelFilters,List<LabelFilter>
SerializeFilterable,propertyPreFilters,List<PropertyPreFilter>
SerializeFilterable,nameFilters,List<NameFilter>
SerializeFilterable,valueFilters,List<ValueFilter>
SerializeFilterable,propertyFilters,List<PropertyFilter>
SerializeFilterable,afterFilters,List<AfterFilter>
SerializeFilterable,beforeFilters,List<BeforeFilter>
SerializeWriter,nonDirectFeautres,int
SerializeWriter,maxBufSize,int
SerializeWriter,keySeperator,char
SerializeWriter,writeDirect,boolean
SerializeWriter,writeEnumUsingToString,boolean
SerializeWriter,writeEnumUsingName,boolean
SerializeWriter,notWriteDefaultValue,boolean
SerializeWriter,writeNonStringValueAsString,boolean
SerializeWriter,beanToArray,boolean
SerializeWriter,disableCircularReferenceDetect,boolean
SerializeWriter,sortField,boolean
SerializeWriter,quoteFieldNames,boolean
SerializeWriter,useSingleQuotes,boolean
SerializeWriter,features,int
SerializeWriter,count,int
SerializeWriter,buf,char[]
SerializeWriter,lock,Object
SerialContext,features,int
SerialContext,fieldName,Object
SerialContext,object,Object
SerialContext,parent,SerialContext
IdentityHashMap,NULL_KEY,Object
IdentityHashMap,modCount,int
IdentityHashMap,size,int
IdentityHashMap,table,Object[]
AbstractMap,values,Collection<V>
AbstractMap,keySet,Set<K>
SerializeBeanInfo,features,int
SerializeBeanInfo,sortedFields,FieldInfo[]
SerializeBeanInfo,fields,FieldInfo[]
SerializeBeanInfo,jsonType,JSONType
SerializeBeanInfo,typeName,String
SerializeBeanInfo,beanType,Class<?>
ClassFormatError,serialVersionUID,long
ClassNotFoundException,serialVersionUID,long
ClassNotFoundException,serialVersionUID,long
SecurityException,serialVersionUID,long
SecurityException,serialVersionUID,long
IllegalAccessException,serialVersionUID,long
IllegalAccessException,serialVersionUID,long
InvocationTargetException,serialVersionUID,long
InvocationTargetException,serialVersionUID,long
Constructor<>,securityCheckCache,Object
Constructor<>,reflectionFactory,ReflectionFactory
Constructor<>,override,boolean
Constructor,securityCheckCache,Object
Constructor,reflectionFactory,ReflectionFactory
Constructor,override,boolean
Executable,securityCheckCache,Object
Executable,reflectionFactory,ReflectionFactory
Executable,override,boolean
Constructor<?>,securityCheckCache,Object
Constructor<?>,reflectionFactory,ReflectionFactory
Constructor<?>,override,boolean
StringBuilder,count,int
StringBuilder,value,char[]
StringBuilder,serialVersionUID,long
WebEnvironment,MOCK,WebEnvironment
WebEnvironment,NONE,WebEnvironment
WebEnvironment,DEFINED_PORT,WebEnvironment
WebEnvironment,RANDOM_PORT,WebEnvironment
RequestMethod,GET,RequestMethod
RequestMethod,POST,RequestMethod
RequestMethod,TRACE,RequestMethod
RequestMethod,OPTIONS,RequestMethod
RequestMethod,DELETE,RequestMethod
RequestMethod,PATCH,RequestMethod
RequestMethod,PUT,RequestMethod
RequestMethod,HEAD,RequestMethod
Sort,DEFAULT_DIRECTION,Direction
Address,certificatePinner,CertificatePinner
Address,hostnameVerifier,HostnameVerifier
Address,sslSocketFactory,SSLSocketFactory
Address,proxy,Proxy
Address,proxySelector,ProxySelector
Address,connectionSpecs,List<ConnectionSpec>
Address,protocols,List<Protocol>
Address,authenticator,Authenticator
Address,socketFactory,SocketFactory
Address,dns,Dns
Address,url,HttpUrl
CertificatePinner,DEFAULT,CertificatePinner
SSLSocketFactory,DEBUG,boolean
Proxy,NO_PROXY,Proxy
ConnectionSpec,CLEARTEXT,ConnectionSpec
ConnectionSpec,COMPATIBLE_TLS,ConnectionSpec
ConnectionSpec,MODERN_TLS,ConnectionSpec
Protocol,HTTP_2,Protocol
Protocol,SPDY_3,Protocol
Protocol,HTTP_1_1,Protocol
Protocol,HTTP_1_0,Protocol
HttpUrl,FRAGMENT_ENCODE_SET_URI,String
HttpUrl,FRAGMENT_ENCODE_SET,String
HttpUrl,FORM_ENCODE_SET,String
HttpUrl,QUERY_COMPONENT_ENCODE_SET_URI,String
HttpUrl,QUERY_COMPONENT_ENCODE_SET,String
HttpUrl,QUERY_ENCODE_SET,String
HttpUrl,PATH_SEGMENT_ENCODE_SET_URI,String
HttpUrl,PATH_SEGMENT_ENCODE_SET,String
HttpUrl,PASSWORD_ENCODE_SET,String
HttpUrl,USERNAME_ENCODE_SET,String
Cache,internalCache,InternalCache
File,pathSeparator,String
File,pathSeparatorChar,char
File,separator,String
File,separatorChar,char
CacheControl,headerValue,String
CacheControl,FORCE_CACHE,CacheControl
CacheControl,FORCE_NETWORK,CacheControl
AsyncCall,name,String
NamedRunnable,name,String
HttpEngine,bufferRequestBody,boolean
HttpEngine,sentRequestMillis,long
HttpEngine,streamAllocation,StreamAllocation
HttpEngine,client,OkHttpClient
HttpEngine,MAX_FOLLOW_UPS,int
ByteString,utf8,String
ByteString,hashCode,int
ByteString,data,byte[]
ByteString,EMPTY,ByteString
ByteString,HEX_DIGITS,char[]
SSLPeerUnverifiedException,serialVersionUID,long
SSLPeerUnverifiedException,serialVersionUID,long
CipherSuite,javaName,String
CipherSuite,TLS_ECDH_RSA_WITH_AES_256_GCM_SHA384,CipherSuite
CipherSuite,TLS_ECDH_RSA_WITH_AES_128_GCM_SHA256,CipherSuite
CipherSuite,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,CipherSuite
CipherSuite,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,CipherSuite
