[2023-08-17 17:51:59] This is codeql database index-files --include-extension=.xml --include-extension=.wsdd --size-limit 10m --language xml -- /Users/lousix/sec/CodeQL/CodeQLpy/out/database/S1
[2023-08-17 17:51:59] Log file was started late.
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/resetPwd/db-java/default/cache/relations...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/resetPwd/db-java/default/cache/pages...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/resetPwd/db-java/default/cache/cached-strings...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/resetPwd/db-java/default/cache/cached-strings/pools...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/resetPwd/db-java/default/cache/cached-strings/pools/0...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/resetPwd/db-java/default/cache/cached-strings/pools/0/buckets...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/resetPwd/db-java/default/cache/cached-strings/pools/0/ids2...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/resetPwd/db-java/default/cache/cached-strings/pools/0/indices2...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/resetPwd/db-java/default/cache/cached-strings/pools/0/pageDump...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/resetPwd/db-java/default/cache/cached-strings/pools/0/metadata...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/resetPwd/db-java/default/cache/cached-strings/tuple-pool...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/postgresql-42.4.2...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/postgresql-42.4.2/diagnostic...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/postgresql-42.4.2/diagnostic/tracer...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/postgresql-42.4.2/diagnostic/extractors...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/postgresql-42.4.2/diagnostic/extractors/java...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/postgresql-42.4.2/diagnostic/extractors/xml...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/postgresql-42.4.2/log...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/postgresql-42.4.2/log/ext...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/postgresql-42.4.2/db-java...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/postgresql-42.4.2/db-java/default...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/postgresql-42.4.2/db-java/default/strings...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/postgresql-42.4.2/db-java/default/pools...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/postgresql-42.4.2/db-java/default/pools/0...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/postgresql-42.4.2/db-java/default/pools/0/buckets...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/postgresql-42.4.2/db-java/default/pools/0/pageDump...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/postgresql-42.4.2/db-java/default/pools/0/metadata...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/postgresql-42.4.2/db-java/default/pools/1...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/postgresql-42.4.2/db-java/default/pools/1/buckets...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/postgresql-42.4.2/db-java/default/pools/1/pageDump...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/postgresql-42.4.2/db-java/default/pools/1/ids1...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/postgresql-42.4.2/db-java/default/pools/1/metadata...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/postgresql-42.4.2/db-java/default/pools/1/indices1...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/postgresql-42.4.2/db-java/default/cache...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/postgresql-42.4.2/db-java/default/cache/predicates...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/postgresql-42.4.2/db-java/default/cache/relations...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/postgresql-42.4.2/db-java/default/cache/pages...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/postgresql-42.4.2/db-java/default/cache/cached-strings...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/postgresql-42.4.2/db-java/default/cache/cached-strings/pools...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/postgresql-42.4.2/db-java/default/cache/cached-strings/pools/0...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/postgresql-42.4.2/db-java/default/cache/cached-strings/pools/0/buckets...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/postgresql-42.4.2/db-java/default/cache/cached-strings/pools/0/ids2...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/postgresql-42.4.2/db-java/default/cache/cached-strings/pools/0/indices2...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/postgresql-42.4.2/db-java/default/cache/cached-strings/pools/0/pageDump...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/postgresql-42.4.2/db-java/default/cache/cached-strings/pools/0/metadata...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/postgresql-42.4.2/db-java/default/cache/cached-strings/tuple-pool...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/mssql-jdbc-6.4.0.jre8...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/mssql-jdbc-6.4.0.jre8/diagnostic...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/mssql-jdbc-6.4.0.jre8/diagnostic/tracer...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/mssql-jdbc-6.4.0.jre8/diagnostic/extractors...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/mssql-jdbc-6.4.0.jre8/diagnostic/extractors/java...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/mssql-jdbc-6.4.0.jre8/diagnostic/extractors/xml...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/mssql-jdbc-6.4.0.jre8/log...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/mssql-jdbc-6.4.0.jre8/log/ext...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/mssql-jdbc-6.4.0.jre8/db-java...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/mssql-jdbc-6.4.0.jre8/db-java/default...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/mssql-jdbc-6.4.0.jre8/db-java/default/strings...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/mssql-jdbc-6.4.0.jre8/db-java/default/pools...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/mssql-jdbc-6.4.0.jre8/db-java/default/pools/0...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/mssql-jdbc-6.4.0.jre8/db-java/default/pools/0/buckets...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/mssql-jdbc-6.4.0.jre8/db-java/default/pools/0/pageDump...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/mssql-jdbc-6.4.0.jre8/db-java/default/pools/0/metadata...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/mssql-jdbc-6.4.0.jre8/db-java/default/pools/1...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/mssql-jdbc-6.4.0.jre8/db-java/default/pools/1/buckets...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/mssql-jdbc-6.4.0.jre8/db-java/default/pools/1/pageDump...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/mssql-jdbc-6.4.0.jre8/db-java/default/pools/1/ids1...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/mssql-jdbc-6.4.0.jre8/db-java/default/pools/1/metadata...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/mssql-jdbc-6.4.0.jre8/db-java/default/pools/1/indices1...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/mssql-jdbc-6.4.0.jre8/db-java/default/cache...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/mssql-jdbc-6.4.0.jre8/db-java/default/cache/predicates...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/mssql-jdbc-6.4.0.jre8/db-java/default/cache/relations...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/mssql-jdbc-6.4.0.jre8/db-java/default/cache/pages...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/mssql-jdbc-6.4.0.jre8/db-java/default/cache/cached-strings...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/mssql-jdbc-6.4.0.jre8/db-java/default/cache/cached-strings/pools...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/mssql-jdbc-6.4.0.jre8/db-java/default/cache/cached-strings/pools/0...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/mssql-jdbc-6.4.0.jre8/db-java/default/cache/cached-strings/pools/0/buckets...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/mssql-jdbc-6.4.0.jre8/db-java/default/cache/cached-strings/pools/0/ids2...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/mssql-jdbc-6.4.0.jre8/db-java/default/cache/cached-strings/pools/0/indices2...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/mssql-jdbc-6.4.0.jre8/db-java/default/cache/cached-strings/pools/0/pageDump...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/mssql-jdbc-6.4.0.jre8/db-java/default/cache/cached-strings/pools/0/metadata...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/mssql-jdbc-6.4.0.jre8/db-java/default/cache/cached-strings/tuple-pool...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/DmJdbcDriver18...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/DmJdbcDriver18/diagnostic...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/DmJdbcDriver18/diagnostic/tracer...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/DmJdbcDriver18/diagnostic/extractors...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/DmJdbcDriver18/diagnostic/extractors/java...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/DmJdbcDriver18/diagnostic/extractors/xml...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/DmJdbcDriver18/log...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/DmJdbcDriver18/log/ext...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/DmJdbcDriver18/db-java...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/DmJdbcDriver18/db-java/default...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/DmJdbcDriver18/db-java/default/strings...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/DmJdbcDriver18/db-java/default/pools...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/DmJdbcDriver18/db-java/default/pools/0...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/DmJdbcDriver18/db-java/default/pools/0/buckets...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/DmJdbcDriver18/db-java/default/pools/0/pageDump...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/DmJdbcDriver18/db-java/default/pools/0/metadata...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/DmJdbcDriver18/db-java/default/pools/1...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/DmJdbcDriver18/db-java/default/pools/1/buckets...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/DmJdbcDriver18/db-java/default/pools/1/pageDump...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/DmJdbcDriver18/db-java/default/pools/1/ids1...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/DmJdbcDriver18/db-java/default/pools/1/metadata...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/DmJdbcDriver18/db-java/default/pools/1/indices1...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/DmJdbcDriver18/db-java/default/cache...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/DmJdbcDriver18/db-java/default/cache/predicates...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/DmJdbcDriver18/db-java/default/cache/relations...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/DmJdbcDriver18/db-java/default/cache/pages...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/DmJdbcDriver18/db-java/default/cache/cached-strings...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/DmJdbcDriver18/db-java/default/cache/cached-strings/pools...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/DmJdbcDriver18/db-java/default/cache/cached-strings/pools/0...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/DmJdbcDriver18/db-java/default/cache/cached-strings/pools/0/buckets...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/DmJdbcDriver18/db-java/default/cache/cached-strings/pools/0/pageDump...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/DmJdbcDriver18/db-java/default/cache/cached-strings/pools/0/ids1...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/DmJdbcDriver18/db-java/default/cache/cached-strings/pools/0/metadata...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/DmJdbcDriver18/db-java/default/cache/cached-strings/pools/0/indices1...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/DmJdbcDriver18/db-java/default/cache/cached-strings/tuple-pool...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/mysql-connector-java-8.0.27...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/mysql-connector-java-8.0.27/diagnostic...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/mysql-connector-java-8.0.27/diagnostic/tracer...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/mysql-connector-java-8.0.27/diagnostic/extractors...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/mysql-connector-java-8.0.27/diagnostic/extractors/java...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/mysql-connector-java-8.0.27/diagnostic/extractors/xml...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/mysql-connector-java-8.0.27/log...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/mysql-connector-java-8.0.27/log/ext...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/mysql-connector-java-8.0.27/db-java...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/mysql-connector-java-8.0.27/db-java/default...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/mysql-connector-java-8.0.27/db-java/default/strings...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/mysql-connector-java-8.0.27/db-java/default/pools...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/mysql-connector-java-8.0.27/db-java/default/pools/0...
[2023-08-17 17:51:59] [PROGRESS] resolve files> Scanning /Users/lousix/sec/CodeQL/CodeQLpy/out/database/mysql-connector-java-8.0.27/db-java/default/pools/0/buckets...
