controller,method,route,col3,col4,param,col6,annotation,request
ProfileUploadFix,uploadFileHandler,/PathTraversal/profile-upload-fix,ALL_VALUE,PostMapping,"""fullNameFix""",String,RequestParam,
ProfileUploadFix,uploadFileHandler,/PathTraversal/profile-upload-fix,application/x-www-form-urlencoded,PostMapping,"""uploadedFileFix""",MultipartFile,RequestParam,
ProfileUploadFix,uploadFileHandler,/PathTraversal/profile-upload-fix,application/x-www-form-urlencoded,PostMapping,"""fullNameFix""",String,RequestParam,
ProfileUploadRemoveUserInput,uploadFileHandler,/PathTraversal/profile-upload-remove-user-input,ALL_VALUE,PostMapping,"""uploadedFileRemoveUserInput""",MultipartFile,RequestParam,
ProfileUploadRemoveUserInput,uploadFileHandler,/PathTraversal/profile-upload-remove-user-input,ALL_VALUE,PostMapping,getOriginalFilename(...),String,no AnAnnotation,getOriginalFilename(...)
ProfileUploadRemoveUserInput,uploadFileHandler,/PathTraversal/profile-upload-remove-user-input,application/x-www-form-urlencoded,PostMapping,"""uploadedFileRemoveUserInput""",MultipartFile,RequestParam,
ProfileUploadRemoveUserInput,uploadFileHandler,/PathTraversal/profile-upload-remove-user-input,application/x-www-form-urlencoded,PostMapping,getOriginalFilename(...),String,no AnAnnotation,getOriginalFilename(...)
SecurePasswordsAssignment,completed,/SecurePasswords/assignment,application/x-www-form-urlencoded,PostMapping,password,String,RequestParam,
SqlInjectionChallengeLogin,login,/SqlInjectionAdvanced/challenge_Login,application/x-www-form-urlencoded,PostMapping,username_login,String,RequestParam,
SqlInjectionChallengeLogin,login,/SqlInjectionAdvanced/challenge_Login,application/x-www-form-urlencoded,PostMapping,password_login,String,RequestParam,
SqlInjectionLesson5a,completed,/SqlInjection/assignment5a,application/x-www-form-urlencoded,PostMapping,operator,String,RequestParam,
SqlInjectionLesson5a,completed,/SqlInjection/assignment5a,application/x-www-form-urlencoded,PostMapping,account,String,RequestParam,
SqlInjectionLesson5a,completed,/SqlInjection/assignment5a,application/x-www-form-urlencoded,PostMapping,injection,String,RequestParam,
SqlInjectionLesson6a,completed,/SqlInjectionAdvanced/attack6a,application/x-www-form-urlencoded,PostMapping,"""userid_6a""",String,RequestParam,
SqlInjectionLesson6b,completed,/SqlInjectionAdvanced/attack6b,application/x-www-form-urlencoded,PostMapping,userid_6b,String,RequestParam,
SqlInjectionQuiz,completed,/SqlInjectionAdvanced/quiz,application/x-www-form-urlencoded,PostMapping,question_0_solution,String[],RequestParam,
SqlInjectionQuiz,completed,/SqlInjectionAdvanced/quiz,application/x-www-form-urlencoded,PostMapping,question_1_solution,String[],RequestParam,
SqlInjectionQuiz,completed,/SqlInjectionAdvanced/quiz,application/x-www-form-urlencoded,PostMapping,question_2_solution,String[],RequestParam,
SqlInjectionQuiz,completed,/SqlInjectionAdvanced/quiz,application/x-www-form-urlencoded,PostMapping,question_3_solution,String[],RequestParam,
SqlInjectionQuiz,completed,/SqlInjectionAdvanced/quiz,application/x-www-form-urlencoded,PostMapping,question_4_solution,String[],RequestParam,
SqlInjectionLesson10,completed,/SqlInjection/attack10,application/x-www-form-urlencoded,PostMapping,action_string,String,RequestParam,
SqlInjectionLesson8,completed,/SqlInjection/attack8,application/x-www-form-urlencoded,PostMapping,name,String,RequestParam,
SqlInjectionLesson8,completed,/SqlInjection/attack8,application/x-www-form-urlencoded,PostMapping,auth_tan,String,RequestParam,
SqlInjectionLesson2,completed,/SqlInjection/attack2,application/x-www-form-urlencoded,PostMapping,query,String,RequestParam,
SqlInjectionLesson3,completed,/SqlInjection/attack3,application/x-www-form-urlencoded,PostMapping,query,String,RequestParam,
SqlInjectionLesson4,completed,/SqlInjection/attack4,application/x-www-form-urlencoded,PostMapping,query,String,RequestParam,
SqlInjectionLesson5,completed,/SqlInjection/attack5,application/x-www-form-urlencoded,PostMapping,query,String,no AnAnnotation,
SqlInjectionLesson5b,completed,/SqlInjection/assignment5b,application/x-www-form-urlencoded,PostMapping,request,HttpServletRequest,no AnAnnotation,
SqlInjectionLesson5b,completed,/SqlInjection/assignment5b,application/x-www-form-urlencoded,PostMapping,login_count,String,RequestParam,
SqlInjectionLesson5b,completed,/SqlInjection/assignment5b,application/x-www-form-urlencoded,PostMapping,userid,String,RequestParam,
SqlInjectionLesson9,completed,/SqlInjection/attack9,application/x-www-form-urlencoded,PostMapping,name,String,RequestParam,
SqlInjectionLesson9,completed,/SqlInjection/attack9,application/x-www-form-urlencoded,PostMapping,auth_tan,String,RequestParam,
SqlInjectionLesson10b,completed,/SqlInjectionMitigations/attack10b,application/x-www-form-urlencoded,PostMapping,editor,String,RequestParam,
SqlOnlyInputValidation,attack,/SqlOnlyInputValidation/attack,application/x-www-form-urlencoded,PostMapping,"""userid_sql_only_input_validation""",String,RequestParam,
SqlOnlyInputValidationOnKeywords,attack,/SqlOnlyInputValidationOnKeywords/attack,application/x-www-form-urlencoded,PostMapping,"""userid_sql_only_input_validation_on_keywords""",String,RequestParam,
SSRFTask1,completed,/SSRF/task1,application/x-www-form-urlencoded,PostMapping,url,String,RequestParam,
SSRFTask2,completed,/SSRF/task2,application/x-www-form-urlencoded,PostMapping,url,String,RequestParam,
VulnerableComponentsLesson,completed,/VulnerableComponents/attack1,application/x-www-form-urlencoded,PostMapping,payload,String,RequestParam,
LandingAssignment,click,/WebWolf/landing,application/x-www-form-urlencoded,PostMapping,uniqueCode,String,no AnAnnotation,
LandingAssignment,openPasswordReset,/WebWolf/landing/password-reset,,GetMapping,request,HttpServletRequest,no AnAnnotation,
MailAssignment,sendEmail,/WebWolf/mail/send,application/x-www-form-urlencoded,PostMapping,email,String,RequestParam,
MailAssignment,sendEmail,/WebWolf/mail/send,application/x-www-form-urlencoded,PostMapping,webWolfURL,ResponseEntity<Object>,no AnAnnotation,
MailAssignment,sendEmail,/WebWolf/mail/send,application/x-www-form-urlencoded,PostMapping,mailEvent,ResponseEntity<Object>,no AnAnnotation,
MailAssignment,sendEmail,/WebWolf/mail/send,application/x-www-form-urlencoded,PostMapping,Object.class,ResponseEntity<Object>,no AnAnnotation,
MailAssignment,completed,/WebWolf/mail,application/x-www-form-urlencoded,PostMapping,uniqueCode,String,RequestParam,
CrossSiteScriptingLesson1,completed,/CrossSiteScripting/attack1,application/x-www-form-urlencoded,PostMapping,"""checkboxAttack1""",String,RequestParam,
CrossSiteScriptingLesson3,completed,/CrossSiteScripting/attack3,application/x-www-form-urlencoded,PostMapping,editor,String,RequestParam,
CrossSiteScriptingLesson4,completed,/CrossSiteScripting/attack4,application/x-www-form-urlencoded,PostMapping,editor2,String,RequestParam,
CrossSiteScriptingLesson5a,completed,/CrossSiteScripting/attack5a,,GetMapping,field1,String,RequestParam,
CrossSiteScriptingLesson5a,completed,/CrossSiteScripting/attack5a,,GetMapping,field2,String,RequestParam,
CrossSiteScriptingLesson5a,completed,/CrossSiteScripting/attack5a,,GetMapping,QTY1,Integer,RequestParam,
CrossSiteScriptingLesson5a,completed,/CrossSiteScripting/attack5a,,GetMapping,QTY2,Integer,RequestParam,
CrossSiteScriptingLesson5a,completed,/CrossSiteScripting/attack5a,,GetMapping,QTY3,Integer,RequestParam,
CrossSiteScriptingLesson5a,completed,/CrossSiteScripting/attack5a,,GetMapping,QTY4,Integer,RequestParam,
CrossSiteScriptingLesson6a,completed,/CrossSiteScripting/attack6a,application/x-www-form-urlencoded,PostMapping,DOMTestRoute,String,RequestParam,
CrossSiteScriptingQuiz,completed,/CrossSiteScripting/quiz,application/x-www-form-urlencoded,PostMapping,question_0_solution,String[],RequestParam,
CrossSiteScriptingQuiz,completed,/CrossSiteScripting/quiz,application/x-www-form-urlencoded,PostMapping,question_1_solution,String[],RequestParam,
CrossSiteScriptingQuiz,completed,/CrossSiteScripting/quiz,application/x-www-form-urlencoded,PostMapping,question_2_solution,String[],RequestParam,
CrossSiteScriptingQuiz,completed,/CrossSiteScripting/quiz,application/x-www-form-urlencoded,PostMapping,question_3_solution,String[],RequestParam,
CrossSiteScriptingQuiz,completed,/CrossSiteScripting/quiz,application/x-www-form-urlencoded,PostMapping,question_4_solution,String[],RequestParam,
DOMCrossSiteScripting,completed,/CrossSiteScripting/phone-home-xss,application/x-www-form-urlencoded,PostMapping,request,HttpServletRequest,no AnAnnotation,
DOMCrossSiteScripting,completed,/CrossSiteScripting/phone-home-xss,application/x-www-form-urlencoded,PostMapping,param1,Integer,RequestParam,
DOMCrossSiteScripting,completed,/CrossSiteScripting/phone-home-xss,application/x-www-form-urlencoded,PostMapping,param2,Integer,RequestParam,
DOMCrossSiteScriptingVerifier,completed,/CrossSiteScripting/dom-follow-up,application/x-www-form-urlencoded,PostMapping,successMessage,String,RequestParam,
StoredCrossSiteScriptingVerifier,completed,/CrossSiteScriptingStored/stored-xss-follow-up,application/x-www-form-urlencoded,PostMapping,successMessage,String,RequestParam,
StoredXssComments,createNewComment,/CrossSiteScriptingStored/stored-xss,application/json,PostMapping,POST Data,String,RequestBody,
JWTController,decode,/jwt/decode,APPLICATION_FORM_URLENCODED_VALUE,PostMapping,POST Data,"MultiValueMap<String,String>",RequestBody,
JWTController,encode,/jwt/encode,APPLICATION_FORM_URLENCODED_VALUE,PostMapping,POST Data,"MultiValueMap<String,String>",RequestBody,
